id,sales
3008665,78
3008666,4
3008667,321
3008668,336
3008669,13
3008670,13
3008671,478
3008672,90
3008673,3059
3008674,1
3008675,19
3008676,8
3008677,0
3008678,4
3008679,4818
3008681,918
3008682,13
3008683,1464
3008684,1049
3008685,491
3008686,314
3008687,86
3008688,6943
3008689,20
3008690,1
3008691,33
3008692,21
3008693,1
3008694,354
3008696,6
3008697,6
3008698,24
3008699,1
3008700,238
3008701,442
3008702,5
3008703,6
3008704,271
3008705,97
3008706,1968
3008707,1
3008708,6
3008709,8
3008710,0
3008711,5
3008712,4335
3008714,913
3008715,12
3008716,1167
3008717,944
3008718,361
3008719,288
3008720,87
3008721,4969
3008722,18
3008723,1
3008724,28
3008725,24
3008726,0
3008727,315
3008729,7
3008730,6
3008731,35
3008732,1
3008733,150
3008734,332
3008735,5
3008736,6
3008737,236
3008738,78
3008739,1493
3008740,1
3008741,8
3008742,15
3008743,1
3008744,21
3008745,10715
3008746,0
3008747,1523
3008748,34
3008749,2393
3008750,2626
3008751,471
3008752,616
3008753,358
3008754,9482
3008755,85
3008756,3
3008757,103
3008758,65
3008759,0
3008760,706
3008761,69
3008762,31
3008763,1
3008764,144
3008765,35
3008766,805
3008767,808
3008768,28
3008769,38
3008770,1397
3008771,283
3008772,8618
3008773,0
3008774,94
3008775,3
3008776,0
3008777,0
3008778,2061
3008780,208
3008781,5
3008782,789
3008783,368
3008784,138
3008785,171
3008786,61
3008787,2637
3008788,7
3008789,0
3008790,12
3008791,8
3008792,0
3008793,174
3008794,0
3008796,3
3008797,21
3008798,1
3008799,95
3008800,120
3008801,2
3008802,5
3008803,134
3008804,29
3008805,708
3008806,0
3008807,5
3008808,12
3008809,0
3008810,2
3008811,4904
3008813,831
3008814,9
3008815,1638
3008816,905
3008817,311
3008818,389
3008819,96
3008820,6082
3008821,13
3008822,0
3008823,23
3008824,22
3008825,0
3008826,371
3008827,1
3008828,7
3008829,10
3008830,12
3008831,2
3008832,401
3008833,353
3008834,4
3008835,9
3008836,159
3008837,82
3008838,1633
3008839,1
3008840,7
3008841,2
3008842,0
3008843,1
3008844,1492
3008846,163
3008847,4
3008848,870
3008849,262
3008850,117
3008851,271
3008852,28
3008853,2250
3008854,2
3008855,0
3008856,9
3008857,4
3008858,0
3008859,100
3008861,0
3008862,1
3008863,21
3008864,0
3008865,100
3008866,113
3008867,0
3008868,1
3008869,81
3008870,18
3008871,292
3008872,0
3008873,3
3008874,9
3008875,0
3008876,3
3008877,2986
3008879,285
3008880,8
3008881,1278
3008882,547
3008883,232
3008884,270
3008885,75
3008886,3817
3008887,5
3008888,0
3008889,32
3008890,18
3008891,0
3008892,296
3008894,0
3008895,14
3008896,21
3008897,1
3008898,285
3008899,284
3008900,2
3008901,4
3008902,287
3008903,35
3008904,1542
3008905,0
3008906,1
3008907,4
3008908,0
3008909,2
3008910,3495
3008912,947
3008913,8
3008914,1095
3008915,908
3008916,296
3008917,163
3008918,97
3008919,5321
3008920,10
3008921,4
3008922,29
3008923,40
3008924,0
3008925,264
3008926,1
3008927,5
3008928,4
3008929,16
3008930,2
3008931,202
3008932,360
3008933,3
3008934,8
3008935,205
3008936,39
3008937,816
3008938,4
3008939,5
3008940,5
3008941,0
3008942,1
3008943,1937
3008945,159
3008946,2
3008947,568
3008948,271
3008949,119
3008950,188
3008951,69
3008952,2302
3008953,7
3008954,0
3008955,10
3008956,5
3008957,0
3008958,113
3008960,0
3008961,0
3008962,22
3008963,1
3008964,215
3008965,110
3008966,0
3008967,1
3008968,80
3008969,24
3008970,467
3008971,0
3008972,2
3008973,6
3008974,0
3008975,1
3008976,5137
3008978,815
3008979,9
3008980,1063
3008981,805
3008982,269
3008983,194
3008984,111
3008985,4806
3008986,10
3008987,0
3008988,37
3008989,13
3008990,0
3008991,282
3008992,0
3008993,30
3008994,4
3008995,27
3008996,1
3008997,282
3008998,297
3008999,3
3009000,4
3009001,157
3009002,53
3009003,1707
3009004,0
3009005,3
3009006,5
3009007,0
3009008,14
3009009,3219
3009010,0
3009011,647
3009012,6
3009013,1006
3009014,1061
3009015,180
3009016,147
3009017,118
3009018,4071
3009019,49
3009020,1
3009021,29
3009022,31
3009023,0
3009024,273
3009025,38
3009026,21
3009027,2
3009028,43
3009029,13
3009030,253
3009031,349
3009032,17
3009033,19
3009034,284
3009035,82
3009036,2660
3009037,0
3009038,12
3009039,8
3009040,0
3009041,12
3009042,3527
3009043,0
3009044,599
3009045,10
3009046,1062
3009047,1063
3009048,168
3009049,123
3009050,133
3009051,4417
3009052,32
3009053,1
3009054,45
3009055,61
3009056,0
3009057,425
3009058,39
3009059,19
3009060,11
3009061,60
3009062,15
3009063,193
3009064,559
3009065,10
3009066,14
3009067,185
3009068,103
3009069,2520
3009070,4
3009071,19
3009072,12
3009073,0
3009074,4
3009075,4572
3009077,890
3009078,4
3009079,2296
3009080,843
3009081,236
3009082,505
3009083,77
3009084,6841
3009085,33
3009086,2
3009087,25
3009088,20
3009089,0
3009090,481
3009091,7
3009092,14
3009093,10
3009094,23
3009095,4
3009096,190
3009097,411
3009098,9
3009099,12
3009100,273
3009101,61
3009102,1950
3009103,23
3009104,17
3009105,6
3009106,0
3009107,8
3009108,3022
3009109,0
3009110,442
3009111,6
3009112,882
3009113,955
3009114,236
3009115,184
3009116,100
3009117,3982
3009118,27
3009119,1
3009120,16
3009121,10
3009122,0
3009123,240
3009124,31
3009125,21
3009126,3
3009127,30
3009128,10
3009129,422
3009130,326
3009131,7
3009132,11
3009133,466
3009134,71
3009135,2522
3009136,0
3009137,28
3009138,4
3009139,0
3009140,4
3009141,5860
3009143,611
3009144,8
3009145,2355
3009146,883
3009147,341
3009148,248
3009149,75
3009150,8006
3009151,12
3009152,3
3009153,30
3009154,24
3009155,0
3009156,590
3009158,0
3009159,11
3009160,8
3009161,2
3009162,167
3009163,421
3009164,3
3009165,15
3009166,204
3009167,67
3009168,1404
3009169,0
3009170,6
3009171,11
3009172,0
3009173,13
3009174,2821
3009175,0
3009176,665
3009177,10
3009178,1116
3009179,906
3009180,276
3009181,170
3009182,144
3009183,4323
3009184,35
3009185,2
3009186,28
3009187,37
3009188,0
3009189,316
3009190,30
3009191,17
3009192,8
3009193,60
3009194,15
3009195,264
3009196,571
3009197,16
3009198,10
3009199,241
3009200,75
3009201,2262
3009202,0
3009203,8
3009204,5
3009205,0
3009206,8
3009207,3070
3009208,0
3009209,575
3009210,7
3009211,804
3009212,970
3009213,188
3009214,155
3009215,116
3009216,3602
3009217,29
3009218,1
3009219,25
3009220,30
3009221,0
3009222,244
3009223,20
3009224,30
3009225,3
3009226,25
3009227,12
3009228,254
3009229,308
3009230,11
3009231,10
3009232,262
3009233,55
3009234,2462
3009235,0
3009236,17
3009237,10
3009238,0
3009239,7
3009240,5945
3009242,862
3009243,15
3009244,1486
3009245,955
3009246,363
3009247,314
3009248,88
3009249,6262
3009250,12
3009251,0
3009252,16
3009253,26
3009254,0
3009255,338
3009257,9
3009258,2
3009259,29
3009260,4
3009261,249
3009262,385
3009263,3
3009264,2
3009265,305
3009266,157
3009267,1597
3009268,1
3009269,1
3009270,23
3009272,24
3009273,13575
3009274,0
3009275,2091
3009276,20
3009277,3215
3009278,3486
3009279,792
3009280,852
3009281,557
3009282,12602
3009283,99
3009284,5
3009285,177
3009286,132
3009287,0
3009288,997
3009289,59
3009290,33
3009291,40
3009292,323
3009293,36
3009294,1021
3009295,911
3009296,57
3009297,55
3009298,1653
3009299,464
3009300,11999
3009301,323
3009302,133
3009303,23
3009305,23
3009306,12196
3009307,0
3009308,1677
3009309,25
3009310,3290
3009311,3053
3009312,1043
3009313,551
3009314,415
3009315,13214
3009316,106
3009317,2
3009318,135
3009319,98
3009320,1
3009321,1000
3009322,37
3009323,34
3009324,5
3009325,164
3009326,27
3009327,1352
3009328,1185
3009329,34
3009330,45
3009331,1659
3009332,335
3009333,7843
3009334,291
3009335,120
3009336,19
3009338,22
3009339,8528
3009340,0
3009341,1295
3009342,12
3009343,2819
3009344,2129
3009345,1155
3009346,254
3009347,355
3009348,11422
3009349,62
3009350,5
3009351,56
3009352,33
3009353,0
3009354,933
3009355,57
3009356,35
3009357,11
3009358,59
3009359,15
3009360,1252
3009361,1157
3009362,33
3009363,60
3009364,1273
3009365,191
3009366,3665
3009367,291
3009368,71
3009369,25
3009371,23
3009372,12183
3009373,0
3009374,1673
3009375,19
3009376,3192
3009377,2823
3009378,998
3009379,511
3009380,341
3009381,12819
3009382,67
3009383,2
3009384,136
3009385,88
3009386,1
3009387,908
3009388,50
3009389,35
3009390,10
3009391,144
3009392,21
3009393,1135
3009394,1125
3009395,33
3009396,50
3009397,1653
3009398,318
3009399,6823
3009400,291
3009401,95
3009402,19
3009404,21
3009405,6660
3009406,0
3009407,1149
3009408,15
3009409,2593
3009410,1710
3009411,952
3009412,202
3009413,245
3009414,10402
3009415,49
3009416,0
3009417,34
3009418,65
3009419,0
3009420,814
3009421,40
3009422,14
3009423,4
3009424,59
3009425,9
3009426,954
3009427,1182
3009428,27
3009429,39
3009430,1120
3009431,130
3009432,2592
3009433,197
3009434,36
3009435,18
3009437,20
3009438,9012
3009439,0
3009440,1522
3009441,23
3009442,2308
3009443,2715
3009444,616
3009445,565
3009446,333
3009447,9432
3009448,81
3009449,1
3009450,73
3009451,76
3009452,0
3009453,650
3009454,24
3009455,34
3009456,10
3009457,164
3009458,26
3009459,807
3009460,806
3009461,24
3009462,46
3009463,1169
3009464,268
3009465,8362
3009466,197
3009467,87
3009468,10
3009469,0
3009470,11
3009471,2299
3009472,0
3009473,442
3009474,24
3009475,945
3009476,714
3009477,286
3009478,101
3009479,104
3009480,3667
3009481,37
3009482,1
3009483,32
3009484,19
3009485,0
3009486,236
3009487,20
3009488,8
3009489,12
3009490,23
3009491,11
3009492,273
3009493,317
3009494,3
3009495,9
3009496,275
3009497,74
3009498,1780
3009499,0
3009500,10
3009501,18
3009503,21
3009504,6050
3009505,0
3009506,847
3009507,32
3009508,2142
3009509,1414
3009510,658
3009511,164
3009512,194
3009513,8689
3009514,77
3009515,2
3009516,102
3009517,39
3009518,0
3009519,524
3009520,23
3009521,11
3009522,5
3009523,58
3009524,13
3009525,624
3009526,787
3009527,18
3009528,38
3009529,549
3009530,119
3009531,2648
3009532,197
3009533,25
3009534,11
3009536,10
3009537,6101
3009538,0
3009539,1135
3009540,9
3009541,1736
3009542,2037
3009543,336
3009544,417
3009545,253
3009546,6708
3009547,56
3009548,2
3009549,36
3009550,51
3009551,0
3009552,400
3009553,5
3009554,33
3009555,5
3009556,70
3009557,14
3009558,697
3009559,412
3009560,28
3009561,13
3009562,955
3009563,159
3009564,6020
3009565,3
3009566,57
3009600,11
3009601,0
3009602,4
3009603,2708
3009604,0
3009605,658
3009606,8
3009607,1108
3009608,669
3009609,284
3009610,116
3009611,133
3009612,3841
3009613,18
3009614,1
3009615,32
3009616,26
3009617,0
3009618,253
3009619,10
3009620,13
3009621,9
3009622,44
3009623,4
3009624,321
3009625,322
3009626,5
3009627,7
3009628,226
3009629,80
3009630,2262
3009631,0
3009632,5
3009633,9
3009634,0
3009635,1
3009636,4610
3009638,321
3009639,5
3009640,1319
3009641,366
3009642,298
3009643,80
3009644,45
3009645,4224
3009646,14
3009647,1
3009648,19
3009649,10
3009650,0
3009651,288
3009654,5
3009655,19
3009656,1
3009657,78
3009658,251
3009659,0
3009660,2
3009661,90
3009662,100
3009663,754
3009664,0
3009665,3
3009666,11
3009668,10
3009669,4439
3009670,0
3009671,733
3009672,12
3009673,1316
3009674,1212
3009675,407
3009676,244
3009677,168
3009678,5827
3009679,39
3009680,1
3009681,25
3009682,76
3009683,0
3009684,364
3009685,39
3009686,19
3009687,12
3009688,30
3009689,9
3009690,484
3009691,514
3009692,12
3009693,22
3009694,640
3009695,122
3009696,3023
3009697,0
3009698,46
3009699,7
3009700,0
3009701,10
3009702,4982
3009703,0
3009704,802
3009705,15
3009706,1102
3009707,1586
3009708,224
3009709,342
3009710,210
3009711,4427
3009712,40
3009713,3
3009714,36
3009715,43
3009716,0
3009717,295
3009718,21
3009719,31
3009720,10
3009721,67
3009722,17
3009723,481
3009724,337
3009725,10
3009726,19
3009727,742
3009728,150
3009729,5141
3009730,0
3009731,50
3009732,5
3009733,1
3009734,17
3009735,6154
3009736,0
3009737,987
3009738,18
3009739,1373
3009740,1829
3009741,350
3009742,430
3009743,205
3009744,6074
3009745,48
3009746,3
3009747,39
3009748,56
3009749,0
3009750,461
3009751,56
3009752,31
3009753,25
3009754,60
3009755,26
3009756,520
3009757,473
3009758,26
3009759,30
3009760,764
3009761,178
3009762,4434
3009763,1
3009764,47
3009765,20
3009766,0
3009767,14
3009768,5050
3009770,736
3009771,13
3009772,2215
3009773,1172
3009774,832
3009775,275
3009776,138
3009777,8940
3009778,12
3009779,1
3009780,51
3009781,55
3009782,0
3009783,579
3009784,16
3009785,6
3009786,10
3009787,21
3009788,4
3009789,393
3009790,706
3009791,8
3009792,10
3009793,559
3009794,142
3009795,1984
3009796,194
3009797,22
3009798,4
3009800,4
3009801,1903
3009802,0
3009803,335
3009804,8
3009805,635
3009806,599
3009807,121
3009808,130
3009809,113
3009810,2513
3009811,17
3009812,1
3009813,23
3009814,25
3009815,0
3009816,162
3009817,12
3009818,12
3009819,7
3009820,68
3009821,6
3009822,257
3009823,172
3009824,3
3009825,7
3009826,256
3009827,55
3009828,2120
3009829,0
3009830,25
3009831,1
3009832,0
3009833,1
3009834,1450
3009836,116
3009837,4
3009838,752
3009839,305
3009840,266
3009841,77
3009842,26
3009843,2877
3009844,4
3009845,0
3009846,10
3009847,8
3009848,0
3009849,174
3009850,3
3009851,0
3009852,2
3009853,7
3009854,0
3009855,171
3009856,180
3009857,0
3009858,3
3009859,129
3009860,24
3009861,216
3009862,6
3009863,0
3009864,7
3009865,0
3009866,4
3009867,4394
3009869,703
3009870,11
3009871,1715
3009872,626
3009873,449
3009874,332
3009875,84
3009876,6663
3009877,28
3009878,0
3009879,25
3009880,23
3009881,0
3009882,448
3009883,6
3009884,1
3009885,9
3009886,30
3009887,2
3009888,605
3009889,402
3009890,2
3009891,13
3009892,427
3009893,91
3009894,1408
3009895,28
3009896,9
3009897,5
3009898,0
3009899,2
3009900,1581
3009902,208
3009903,11
3009904,959
3009905,368
3009906,204
3009907,94
3009908,31
3009909,2905
3009910,6
3009911,0
3009912,14
3009913,20
3009914,0
3009915,168
3009916,7
3009917,0
3009918,5
3009919,22
3009920,1
3009921,133
3009922,190
3009923,1
3009924,6
3009925,134
3009926,29
3009927,290
3009928,11
3009929,2
3009930,4
3009932,3
3009933,1545
3009935,127
3009936,7
3009937,776
3009938,263
3009939,159
3009940,74
3009941,21
3009942,2859
3009943,13
3009944,0
3009945,14
3009946,10
3009947,0
3009948,150
3009949,1
3009950,0
3009951,2
3009952,27
3009953,0
3009954,139
3009955,194
3009956,0
3009957,5
3009958,85
3009959,18
3009960,161
3009961,8
3009962,0
3009963,3
3009964,0
3009965,1
3009966,1693
3009968,196
3009969,8
3009970,1242
3009971,371
3009972,253
3009973,59
3009974,31
3009975,3126
3009976,3
3009977,0
3009978,8
3009979,20
3009980,0
3009981,198
3009982,0
3009984,2
3009985,8
3009986,1
3009987,222
3009988,254
3009989,0
3009990,5
3009991,78
3009992,85
3009993,329
3009994,7
3009995,3
3009996,3
3009997,0
3009998,3
3009999,1694
3010001,177
3010002,3
3010003,908
3010004,318
3010005,245
3010006,122
3010007,49
3010008,2819
3010009,5
3010010,1
3010011,32
3010012,16
3010013,0
3010014,219
3010015,6
3010016,0
3010017,3
3010018,13
3010019,1
3010020,111
3010021,190
3010022,0
3010023,4
3010024,96
3010025,41
3010026,556
3010027,11
3010028,3
3010029,3
3010030,0
3010031,1
3010032,1480
3010034,165
3010035,5
3010036,811
3010037,252
3010038,154
3010039,178
3010040,24
3010041,2232
3010042,4
3010043,0
3010044,12
3010045,15
3010046,0
3010047,150
3010049,0
3010050,2
3010051,20
3010052,1
3010053,42
3010054,140
3010055,1
3010056,3
3010057,58
3010058,33
3010059,511
3010060,0
3010061,0
3010062,7
3010063,0
3010064,3
3010065,2819
3010067,327
3010068,7
3010069,1114
3010070,663
3010071,439
3010072,207
3010073,84
3010074,4239
3010075,13
3010076,1
3010077,24
3010078,24
3010079,0
3010080,276
3010081,0
3010082,0
3010083,7
3010084,31
3010085,4
3010086,232
3010087,258
3010088,2
3010089,8
3010090,327
3010091,54
3010092,1309
3010093,26
3010094,11
3010095,3
3010096,0
3010097,4
3010098,2036
3010100,512
3010101,7
3010102,618
3010103,536
3010104,202
3010105,226
3010106,43
3010107,2945
3010108,13
3010109,0
3010110,17
3010111,18
3010112,0
3010113,195
3010114,8
3010115,2
3010116,6
3010117,42
3010118,2
3010119,88
3010120,172
3010121,3
3010122,6
3010123,160
3010124,49
3010125,1675
3010126,91
3010127,13
3010128,5
3010129,0
3010130,2
3010131,2502
3010133,198
3010134,6
3010135,900
3010136,326
3010137,285
3010138,81
3010139,31
3010140,3325
3010141,13
3010142,1
3010143,12
3010144,19
3010145,0
3010146,186
3010147,7
3010148,0
3010149,3
3010150,27
3010151,2
3010152,130
3010153,192
3010154,1
3010155,4
3010156,121
3010157,22
3010158,415
3010159,8
3010160,4
3010161,5
3010162,0
3010163,7
3010164,2556
3010165,0
3010166,596
3010167,8
3010168,832
3010169,761
3010170,208
3010171,170
3010172,103
3010173,3629
3010174,30
3010175,1
3010176,19
3010177,35
3010178,0
3010179,231
3010180,17
3010181,12
3010182,4
3010183,68
3010184,9
3010185,457
3010186,253
3010187,8
3010188,8
3010189,418
3010190,98
3010191,2185
3010192,0
3010193,33
3010194,6
3010195,0
3010196,5
3010197,4088
3010199,508
3010200,6
3010201,1507
3010202,736
3010203,571
3010204,159
3010205,69
3010206,5896
3010207,12
3010208,0
3010209,19
3010210,17
3010211,0
3010212,341
3010213,1
3010214,4
3010215,4
3010216,39
3010217,1
3010218,346
3010219,361
3010220,4
3010221,6
3010222,327
3010223,66
3010224,999
3010225,82
3010226,15
3010227,9
3010228,0
3010229,5
3010230,3284
3010232,441
3010233,6
3010234,1411
3010235,573
3010236,314
3010237,353
3010238,69
3010239,4334
3010240,16
3010241,0
3010242,35
3010243,33
3010244,0
3010245,317
3010246,4
3010247,2
3010248,9
3010249,66
3010250,1
3010251,106
3010252,292
3010253,2
3010254,5
3010255,163
3010256,146
3010257,1319
3010258,0
3010259,4
3010260,4
3010261,0
3010262,2
3010263,1728
3010265,141
3010266,6
3010267,710
3010268,309
3010269,138
3010270,80
3010271,44
3010272,2602
3010273,6
3010274,1
3010275,22
3010276,17
3010277,0
3010278,164
3010280,0
3010281,3
3010282,81
3010283,2
3010284,94
3010285,157
3010286,1
3010287,5
3010288,126
3010289,24
3010290,414
3010291,12
3010292,1
3010293,1
3010295,3
3010296,1288
3010297,0
3010298,266
3010299,7
3010300,502
3010301,447
3010302,123
3010303,51
3010304,50
3010305,2012
3010306,23
3010307,0
3010308,11
3010309,23
3010310,0
3010311,142
3010312,12
3010313,1
3010314,2
3010315,34
3010316,4
3010317,600
3010318,150
3010319,3
3010320,5
3010321,288
3010322,27
3010323,1035
3010324,0
3010325,6
3010326,2
3010327,0
3010328,5
3010329,3134
3010330,0
3010331,729
3010332,13
3010333,1045
3010334,1189
3010335,265
3010336,222
3010337,154
3010338,3976
3010339,37
3010340,0
3010341,20
3010342,31
3010343,0
3010344,252
3010345,11
3010346,25
3010347,9
3010348,67
3010349,11
3010350,365
3010351,270
3010352,14
3010353,8
3010354,477
3010355,105
3010356,3230
3010357,0
3010358,23
3010359,3
3010360,0
3010361,4
3010362,2191
3010363,0
3010364,411
3010365,7
3010366,461
3010367,568
3010368,159
3010369,139
3010370,109
3010371,2052
3010372,24
3010373,1
3010374,21
3010375,18
3010376,0
3010377,135
3010379,25
3010380,4
3010381,229
3010382,9
3010383,214
3010384,124
3010385,5
3010386,6
3010387,184
3010388,40
3010389,1696
3010390,0
3010391,4
3010392,3
3010393,0
3010394,0
3010395,839
3010396,0
3010397,234
3010398,4
3010399,339
3010400,238
3010401,85
3010402,38
3010403,24
3010404,1499
3010405,9
3010406,0
3010407,10
3010408,7
3010409,0
3010410,80
3010411,0
3010412,5
3010413,0
3010414,13
3010415,0
3010416,239
3010417,118
3010418,2
3010419,1
3010420,136
3010421,21
3010422,461
3010423,0
3010424,1
3010425,6
3010426,0
3010427,3
3010428,2887
3010429,0
3010430,615
3010431,13
3010432,830
3010433,939
3010434,282
3010435,231
3010436,114
3010437,3665
3010438,31
3010439,2
3010440,18
3010441,31
3010442,0
3010443,219
3010444,6
3010445,25
3010446,10
3010447,121
3010448,3
3010449,268
3010450,250
3010451,10
3010452,9
3010453,361
3010454,73
3010455,2576
3010456,0
3010457,15
3010458,5
3010459,0
3010460,2
3010461,3465
3010463,618
3010464,11
3010465,1132
3010466,818
3010467,343
3010468,316
3010469,58
3010470,4982
3010471,18
3010472,0
3010473,31
3010474,19
3010475,0
3010476,267
3010478,4
3010479,5
3010480,38
3010481,1
3010482,190
3010483,310
3010484,4
3010485,4
3010486,203
3010487,78
3010488,1563
3010489,1
3010490,4
3010491,5
3010492,0
3010493,3
3010494,3156
3010496,662
3010497,10
3010498,935
3010499,674
3010500,278
3010501,284
3010502,60
3010503,3865
3010504,16
3010505,1
3010506,24
3010507,19
3010508,0
3010509,241
3010511,5
3010512,5
3010513,67
3010514,1
3010515,111
3010516,243
3010517,4
3010518,4
3010519,177
3010520,61
3010521,1203
3010522,1
3010523,6
3010524,9
3010525,1
3010526,11
3010527,6819
3010528,0
3010529,1092
3010530,33
3010531,1738
3010532,1841
3010533,339
3010534,482
3010535,308
3010536,6596
3010537,75
3010538,2
3010539,58
3010540,51
3010541,0
3010542,451
3010543,30
3010544,25
3010545,22
3010546,169
3010547,23
3010548,674
3010549,466
3010550,16
3010551,20
3010552,967
3010553,210
3010554,6776
3010555,0
3010556,76
3010557,2
3010558,0
3010559,0
3010560,1591
3010562,183
3010563,5
3010564,641
3010565,263
3010566,117
3010567,157
3010568,34
3010569,2258
3010570,6
3010571,0
3010572,12
3010573,9
3010574,0
3010575,141
3010576,0
3010578,2
3010579,25
3010580,0
3010581,59
3010582,95
3010583,2
3010584,4
3010585,97
3010586,20
3010587,561
3010588,0
3010589,3
3010590,7
3010591,0
3010592,1
3010593,3405
3010595,567
3010596,8
3010597,1213
3010598,625
3010599,238
3010600,351
3010601,68
3010602,4505
3010603,11
3010604,0
3010605,21
3010606,23
3010607,0
3010608,273
3010609,0
3010610,5
3010611,8
3010612,11
3010613,1
3010614,347
3010615,255
3010616,4
3010617,6
3010618,121
3010619,64
3010620,1319
3010621,1
3010622,5
3010623,1
3010624,0
3010625,1
3010626,1173
3010628,138
3010629,4
3010630,698
3010631,159
3010632,97
3010633,252
3010634,10
3010635,1985
3010636,1
3010637,0
3010638,8
3010639,3
3010640,0
3010641,88
3010643,0
3010644,0
3010645,24
3010646,0
3010647,64
3010648,89
3010649,0
3010650,1
3010651,48
3010652,9
3010653,183
3010654,0
3010655,1
3010656,6
3010657,0
3010658,2
3010659,2160
3010661,238
3010662,7
3010663,999
3010664,388
3010665,181
3010666,242
3010667,49
3010668,3067
3010669,3
3010670,0
3010671,29
3010672,17
3010673,0
3010674,228
3010676,0
3010677,11
3010678,26
3010679,1
3010680,234
3010681,207
3010682,2
3010683,3
3010684,218
3010685,25
3010686,1252
3010687,0
3010688,0
3010689,3
3010690,0
3010691,1
3010692,2425
3010694,693
3010695,7
3010696,930
3010697,617
3010698,222
3010699,146
3010700,69
3010701,4182
3010702,8
3010703,3
3010704,27
3010705,34
3010706,0
3010707,207
3010708,1
3010709,3
3010710,3
3010711,22
3010712,2
3010713,158
3010714,261
3010715,3
3010716,6
3010717,154
3010718,25
3010719,639
3010720,3
3010721,2
3010722,3
3010723,0
3010724,0
3010725,1506
3010727,135
3010728,2
3010729,456
3010730,171
3010731,100
3010732,322
3010733,42
3010734,2037
3010735,6
3010736,0
3010737,9
3010738,5
3010739,0
3010740,98
3010742,0
3010743,0
3010744,41
3010745,0
3010746,171
3010747,86
3010748,0
3010749,1
3010750,48
3010751,14
3010752,355
3010753,0
3010754,0
3010755,4
3010756,0
3010757,0
3010758,3418
3010760,514
3010761,8
3010762,838
3010763,525
3010764,204
3010765,200
3010766,83
3010767,3719
3010768,9
3010769,0
3010770,34
3010771,12
3010772,0
3010773,219
3010774,0
3010775,25
3010776,4
3010777,51
3010778,1
3010779,231
3010780,213
3010781,3
3010782,3
3010783,118
3010784,42
3010785,1354
3010786,0
3010787,0
3010788,3
3010789,0
3010790,8
3010791,2265
3010792,0
3010793,475
3010794,6
3010795,822
3010796,737
3010797,148
3010798,127
3010799,88
3010800,3274
3010801,42
3010802,1
3010803,26
3010804,31
3010805,0
3010806,213
3010807,18
3010808,16
3010809,1
3010810,71
3010811,9
3010812,203
3010813,246
3010814,12
3010815,12
3010816,216
3010817,62
3010818,2140
3010819,0
3010820,9
3010821,5
3010822,0
3010823,7
3010824,2478
3010825,0
3010826,458
3010827,9
3010828,892
3010829,737
3010830,142
3010831,97
3010832,112
3010833,3558
3010834,28
3010835,1
3010836,41
3010837,43
3010838,0
3010839,305
3010840,18
3010841,13
3010842,9
3010843,88
3010844,11
3010845,150
3010846,356
3010847,7
3010848,9
3010849,137
3010850,76
3010851,2023
3010852,4
3010853,15
3010854,7
3010855,0
3010856,2
3010857,3243
3010859,639
3010860,4
3010861,1562
3010862,578
3010863,189
3010864,623
3010865,50
3010866,4947
3010867,29
3010868,1
3010869,23
3010870,18
3010871,0
3010872,341
3010873,4
3010874,10
3010875,8
3010876,36
3010877,3
3010878,150
3010879,302
3010880,7
3010881,8
3010882,209
3010883,48
3010884,1562
3010885,14
3010886,13
3010887,4
3010888,0
3010889,5
3010890,2198
3010891,0
3010892,367
3010893,6
3010894,800
3010895,678
3010896,184
3010897,146
3010898,70
3010899,3279
3010900,25
3010901,1
3010902,16
3010903,9
3010904,0
3010905,193
3010906,15
3010907,16
3010908,2
3010909,64
3010910,7
3010911,369
3010912,241
3010913,5
3010914,8
3010915,346
3010916,54
3010917,2100
3010918,0
3010919,22
3010920,2
3010921,0
3010922,2
3010923,3442
3010925,450
3010926,7
3010927,1592
3010928,609
3010929,265
3010930,212
3010931,47
3010932,5390
3010933,10
3010934,2
3010935,28
3010936,20
3010937,0
3010938,367
3010940,0
3010941,9
3010942,26
3010943,2
3010944,126
3010945,300
3010946,3
3010947,10
3010948,160
3010949,52
3010950,1144
3010951,0
3010952,3
3010953,7
3010954,0
3010955,7
3010956,2047
3010957,0
3010958,454
3010959,9
3010960,890
3010961,617
3010962,207
3010963,128
3010964,118
3010965,3412
3010966,30
3010967,1
3010968,26
3010969,32
3010970,0
3010971,241
3010972,14
3010973,12
3010974,7
3010975,79
3010976,11
3010977,214
3010978,351
3010979,11
3010980,7
3010981,179
3010982,58
3010983,1923
3010984,0
3010985,5
3010986,3
3010987,0
3010988,5
3010989,2310
3010990,0
3010991,454
3010992,6
3010993,723
3010994,749
3010995,157
3010996,141
3010997,107
3010998,3112
3010999,28
3011000,1
3011001,23
3011002,22
3011003,0
3011004,198
3011005,11
3011006,25
3011007,3
3011008,54
3011009,8
3011010,211
3011011,237
3011012,9
3011013,8
3011014,213
3011015,48
3011016,2185
3011017,0
3011018,13
3011019,6
3011020,0
3011021,4
3011022,3586
3011024,561
3011025,13
3011026,1139
3011027,663
3011028,278
3011029,316
3011030,60
3011031,4566
3011032,10
3011033,0
3011034,16
3011035,22
3011036,0
3011037,256
3011039,6
3011040,1
3011041,62
3011042,3
3011043,199
3011044,283
3011045,3
3011046,2
3011047,236
3011048,125
3011049,1296
3011050,1
3011051,0
3011052,14
3011054,14
3011055,8204
3011056,0
